frame_id,num_total_objects,avg_confidence,min_confidence,scene_diversity_score,total_object_area_ratio,max_box_area,num_large_objects,num_vehicles,num_vrus,log_vehicle_to_vru_ratio,is_vru_present,num_anomalous_static,is_anomalous_static_object_present,num_objects_in_center_lane,avg_y_center_of_vehicles
frame_01007,13.0,0.570049409682934,0.2552754878997803,1.0,0.174691245620407,0.038421668112166074,0.0,13.0,0.0,16.380459992348886,0.0,0.0,0.0,2.0,0.5600250179951007
frame_01008,14.0,0.5296852822814669,0.30681943893432617,2.0,0.24094033213040147,0.056607970374160654,0.0,14.0,0.0,16.454567959008102,0.0,0.0,0.0,1.0,0.5760068850857871
frame_01009,12.0,0.5619490047295889,0.2505456805229187,1.0,0.17423924177494093,0.039112991623325044,0.0,12.0,0.0,16.300417291085605,0.0,0.0,0.0,1.0,0.5623878538608551
frame_01010,13.0,0.533743835412539,0.2566618323326111,1.0,0.17704739399233715,0.046377737481660075,0.0,13.0,0.0,16.380459992348886,0.0,0.0,0.0,2.0,0.5648272220905011
frame_01011,17.0,0.5325587304199443,0.26828959584236145,1.0,0.21811369521914376,0.04373106929367321,0.0,17.0,0.0,16.648723960844016,0.0,0.0,0.0,3.0,0.5643170475959778
frame_01012,14.0,0.569794739995684,0.2736974060535431,1.0,0.17153712198421012,0.02889570376019246,0.0,14.0,0.0,16.454567959008102,0.0,0.0,0.0,3.0,0.57259715454919
frame_01013,10.0,0.6481100440025329,0.257843554019928,1.0,0.1598366251230221,0.04828324120424554,0.0,10.0,0.0,16.118095750958314,0.0,0.0,0.0,3.0,0.5715891540050506
frame_01014,10.0,0.6612813621759415,0.2768867611885071,1.0,0.16428206864614678,0.04705843768680129,0.0,10.0,0.0,16.118095750958314,0.0,0.0,0.0,3.0,0.5649099469184875
frame_01015,17.0,0.5298371700679555,0.2527567148208618,1.0,0.19021235381547877,0.05041211887560482,0.0,17.0,0.0,16.648723960844016,0.0,0.0,0.0,4.0,0.5876881164662978
frame_01016,14.0,0.5003525955336434,0.2750810384750366,1.0,0.21438002760179853,0.0650405904317175,0.0,14.0,0.0,16.454567959008102,0.0,0.0,0.0,4.0,0.5661422695432391
frame_01017,11.0,0.66124027967453,0.3483079969882965,1.0,0.19297266127904314,0.0647087526440151,0.0,11.0,0.0,16.213405921671733,0.0,0.0,0.0,2.0,0.5820237343961542
frame_01018,12.0,0.6511925632754961,0.3196740746498108,1.0,0.2248488218078067,0.09870764118601105,0.0,12.0,0.0,16.300417291085605,0.0,0.0,0.0,2.0,0.5777994940678278
frame_01019,11.0,0.6792615408247168,0.3175237774848938,1.0,0.2451018615355835,0.14261386026544898,0.0,11.0,0.0,16.213405921671733,0.0,0.0,0.0,4.0,0.5683947042985396
